Forecasted On,Date,Store ID,Product ID,Category,Region,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Demand Forecast
25/12/23,27/12/23,S005,P0096,Toys,West,82.98,10,Cloudy,0,79.64,Winter,24.52
25/12/23,27/12/23,S005,P0016,Clothing,West,96.93,10,Snowy,0,100.59,Winter,20.21
25/12/23,27/12/23,S005,P0031,Electronics,West,120.33,10,Cloudy,0,121.12,Winter,22.15
25/12/23,27/12/23,S005,P0159,Electronics,West,83.3,10,Rainy,0,85.67,Winter,26.04
25/12/23,27/12/23,S005,P0129,Furniture,West,115.96,0,Snowy,0,112.96,Winter,16.88
25/12/23,27/12/23,S005,P0116,Furniture,West,109.95,5,Snowy,1,110.98,Winter,22.0
25/12/23,27/12/23,S005,P0070,Electronics,West,161.18,15,Sunny,1,153.31,Winter,20.51
25/12/23,27/12/23,S005,P0171,Electronics,West,162.92,20,Cloudy,0,164.32,Winter,14.65
25/12/23,27/12/23,S005,P0175,Electronics,West,118.27,5,Snowy,0,118.77,Winter,17.49
25/12/23,27/12/23,S005,P0046,Clothing,West,142.4,20,Rainy,1,143.89,Winter,19.87
25/12/23,27/12/23,S005,P0067,Furniture,West,89.87,20,Sunny,1,94.14,Winter,29.34
25/12/23,27/12/23,S005,P0183,Electronics,West,67.82,5,Cloudy,1,70.17,Winter,44.48
25/12/23,27/12/23,S005,P0166,Groceries,West,81.11,5,Snowy,1,81.65,Winter,30.78
25/12/23,27/12/23,S005,P0079,Furniture,West,105.81,20,Rainy,1,105.29,Winter,23.66
25/12/23,27/12/23,S005,P0187,Clothing,West,148.21,10,Sunny,1,151.73,Winter,17.12
25/12/23,27/12/23,S005,P0178,Clothing,West,125.21,5,Rainy,0,121.7,Winter,17.8
25/12/23,27/12/23,S005,P0057,Clothing,West,130.15,5,Cloudy,1,131.18,Winter,20.38
25/12/23,27/12/23,S005,P0153,Furniture,West,74.24,10,Snowy,0,72.58,Winter,28.33
25/12/23,27/12/23,S005,P0083,Toys,West,105.65,0,Sunny,0,106.16,Winter,16.39
25/12/23,27/12/23,S005,P0069,Clothing,West,201.27,10,Snowy,0,207.6,Winter,10.24
25/12/23,27/12/23,S005,P0125,Clothing,West,126.93,5,Rainy,0,132.96,Winter,18.18
25/12/23,27/12/23,S005,P0017,Toys,West,108.78,20,Cloudy,0,105.64,Winter,18.62
25/12/23,27/12/23,S005,P0149,Furniture,West,136.58,15,Sunny,0,133.4,Winter,13.34
25/12/23,27/12/23,S005,P0094,Groceries,West,154.56,15,Sunny,0,155.92,Winter,12.87
25/12/23,27/12/23,S005,P0066,Clothing,West,137.69,10,Rainy,0,131.63,Winter,14.45
25/12/23,27/12/23,S005,P0061,Clothing,West,168.42,10,Snowy,1,160.02,Winter,15.02
25/12/23,27/12/23,S005,P0085,Electronics,West,134.9,0,Snowy,0,135.38,Winter,19.59
25/12/23,27/12/23,S005,P0068,Electronics,West,119.16,0,Snowy,0,124.74,Winter,17.76
25/12/23,27/12/23,S005,P0126,Clothing,West,190.78,0,Cloudy,0,188.74,Winter,10.82
25/12/23,27/12/23,S005,P0133,Clothing,West,183.74,5,Sunny,0,181.24,Winter,9.05
25/12/23,28/12/23,S001,P0096,Toys,East,86.8,15,Sunny,0,84.52,Winter,24.42
25/12/23,28/12/23,S001,P0016,Clothing,East,95.25,10,Rainy,0,93.81,Winter,25.16
25/12/23,28/12/23,S001,P0031,Electronics,East,109.78,10,Rainy,0,110.47,Winter,19.32
25/12/23,28/12/23,S001,P0159,Electronics,East,83.74,20,Snowy,1,82.39,Winter,38.53
25/12/23,28/12/23,S001,P0129,Furniture,East,119.62,5,Rainy,0,121.64,Winter,15.12
25/12/23,28/12/23,S001,P0116,Furniture,East,110.56,15,Cloudy,0,114.09,Winter,17.2
25/12/23,28/12/23,S001,P0070,Electronics,East,167.1,0,Sunny,0,166.16,Winter,15.45
25/12/23,28/12/23,S001,P0171,Electronics,East,164.62,10,Snowy,0,169.89,Winter,13.1
25/12/23,28/12/23,S001,P0175,Electronics,East,121.6,10,Sunny,1,121.14,Winter,22.96
25/12/23,28/12/23,S001,P0046,Clothing,East,136.53,5,Snowy,0,136.95,Winter,13.15
25/12/23,28/12/23,S001,P0067,Furniture,East,87.21,15,Cloudy,1,87.41,Winter,29.56
25/12/23,28/12/23,S001,P0183,Electronics,East,72.89,15,Snowy,1,69.83,Winter,42.03
25/12/23,28/12/23,S001,P0166,Groceries,East,83.09,0,Sunny,0,79.25,Winter,24.67
25/12/23,28/12/23,S001,P0079,Furniture,East,109.57,5,Rainy,1,110.81,Winter,22.64
25/12/23,28/12/23,S001,P0187,Clothing,East,144.28,10,Sunny,0,147.74,Winter,13.17
25/12/23,28/12/23,S001,P0178,Clothing,East,120.18,20,Cloudy,0,116.73,Winter,17.37
25/12/23,28/12/23,S001,P0057,Clothing,East,124.7,5,Rainy,0,120.31,Winter,15.93
25/12/23,28/12/23,S001,P0153,Furniture,East,73.04,5,Rainy,0,71.69,Winter,25.56
25/12/23,28/12/23,S001,P0083,Toys,East,111.13,0,Sunny,0,106.02,Winter,16.48
25/12/23,28/12/23,S001,P0069,Clothing,East,193.1,10,Sunny,0,198.23,Winter,9.99
25/12/23,28/12/23,S001,P0125,Clothing,East,119.66,15,Rainy,0,118.78,Winter,18.73
25/12/23,28/12/23,S001,P0017,Toys,East,110.51,0,Sunny,0,106.39,Winter,16.22
25/12/23,28/12/23,S001,P0149,Furniture,East,135.82,10,Rainy,1,131.63,Winter,18.08
25/12/23,28/12/23,S001,P0094,Groceries,East,166.92,15,Snowy,0,175.1,Winter,12.01
25/12/23,28/12/23,S001,P0066,Clothing,East,134.21,0,Rainy,0,135.94,Winter,16.1
25/12/23,28/12/23,S001,P0061,Clothing,East,172.88,10,Rainy,0,176.47,Winter,12.71
25/12/23,28/12/23,S001,P0085,Electronics,East,129.27,20,Rainy,0,129.54,Winter,16.94
25/12/23,28/12/23,S001,P0068,Electronics,East,120.9,5,Snowy,0,126.3,Winter,18.67
25/12/23,28/12/23,S001,P0126,Clothing,East,176.71,15,Cloudy,0,185.14,Winter,10.7
25/12/23,28/12/23,S001,P0133,Clothing,East,191.62,10,Sunny,0,192.79,Winter,9.17
25/12/23,28/12/23,S002,P0096,Toys,West,84.95,20,Snowy,1,87.33,Winter,30.34
25/12/23,28/12/23,S002,P0016,Clothing,West,94.82,5,Rainy,1,98.11,Winter,27.24
25/12/23,28/12/23,S002,P0031,Electronics,West,109.42,0,Sunny,0,113.78,Winter,21.26
25/12/23,28/12/23,S002,P0159,Electronics,West,88.39,5,Cloudy,0,85.57,Winter,29.25
25/12/23,28/12/23,S002,P0129,Furniture,West,117.27,15,Rainy,0,116.8,Winter,15.5
25/12/23,28/12/23,S002,P0116,Furniture,West,107.02,0,Rainy,1,104.03,Winter,22.26
25/12/23,28/12/23,S002,P0070,Electronics,West,161.97,15,Cloudy,0,154.51,Winter,15.01
25/12/23,28/12/23,S002,P0171,Electronics,West,156.08,0,Sunny,0,161.57,Winter,14.28
25/12/23,28/12/23,S002,P0175,Electronics,West,118.27,0,Sunny,0,121.41,Winter,19.47
25/12/23,28/12/23,S002,P0046,Clothing,West,138.77,0,Snowy,0,140.88,Winter,15.06
25/12/23,28/12/23,S002,P0067,Furniture,West,85.86,0,Cloudy,0,85.9,Winter,21.03
25/12/23,28/12/23,S002,P0183,Electronics,West,68.42,10,Rainy,0,65.71,Winter,34.1
25/12/23,28/12/23,S002,P0166,Groceries,West,87.17,0,Sunny,0,83.78,Winter,22.49
25/12/23,28/12/23,S002,P0079,Furniture,West,102.14,15,Snowy,0,98.17,Winter,18.78
25/12/23,28/12/23,S002,P0187,Clothing,West,139.84,10,Cloudy,0,143.89,Winter,12.58
25/12/23,28/12/23,S002,P0178,Clothing,West,118.84,15,Rainy,0,115.19,Winter,19.22
25/12/23,28/12/23,S002,P0057,Clothing,West,123.62,5,Cloudy,1,124.06,Winter,21.0
25/12/23,28/12/23,S002,P0153,Furniture,West,77.94,20,Snowy,1,77.55,Winter,31.32
25/12/23,28/12/23,S002,P0083,Toys,West,108.29,20,Snowy,0,107.54,Winter,17.68
25/12/23,28/12/23,S002,P0069,Clothing,West,200.64,10,Sunny,0,194.44,Winter,9.87
25/12/23,28/12/23,S002,P0125,Clothing,West,121.59,10,Rainy,0,115.83,Winter,15.88
25/12/23,28/12/23,S002,P0017,Toys,West,105.47,10,Sunny,0,110.37,Winter,19.31
25/12/23,28/12/23,S002,P0149,Furniture,West,140.1,10,Sunny,0,140.99,Winter,15.3
25/12/23,28/12/23,S002,P0094,Groceries,West,167.86,0,Snowy,0,174.44,Winter,12.77
25/12/23,28/12/23,S002,P0066,Clothing,West,138.97,15,Rainy,0,143.07,Winter,14.38
25/12/23,28/12/23,S002,P0061,Clothing,West,162.22,15,Rainy,0,160.57,Winter,12.53
25/12/23,28/12/23,S002,P0085,Electronics,West,128.4,5,Cloudy,1,132.85,Winter,23.62
25/12/23,28/12/23,S002,P0068,Electronics,West,124.47,10,Snowy,0,130.48,Winter,17.4
25/12/23,28/12/23,S002,P0126,Clothing,West,185.55,20,Snowy,0,184.81,Winter,10.36
25/12/23,28/12/23,S002,P0133,Clothing,West,196.05,20,Snowy,0,202.36,Winter,9.48
25/12/23,28/12/23,S003,P0096,Toys,North,87.06,5,Snowy,0,90.77,Winter,24.77
25/12/23,28/12/23,S003,P0016,Clothing,North,96.04,5,Snowy,1,92.51,Winter,27.45
25/12/23,28/12/23,S003,P0031,Electronics,North,115.82,5,Snowy,0,110.95,Winter,21.92
25/12/23,28/12/23,S003,P0159,Electronics,North,87.12,5,Snowy,0,87.84,Winter,28.64
25/12/23,28/12/23,S003,P0129,Furniture,North,125.93,20,Snowy,0,131.75,Winter,17.46
25/12/23,28/12/23,S003,P0116,Furniture,North,115.19,20,Cloudy,0,116.39,Winter,18.89
25/12/23,28/12/23,S003,P0070,Electronics,North,162.18,10,Cloudy,1,164.68,Winter,18.82
25/12/23,28/12/23,S003,P0171,Electronics,North,153.08,15,Snowy,0,152.63,Winter,14.34
25/12/23,28/12/23,S003,P0175,Electronics,North,124.4,20,Snowy,0,120.4,Winter,19.99
25/12/23,28/12/23,S003,P0046,Clothing,North,135.62,5,Rainy,0,140.19,Winter,15.99
25/12/23,28/12/23,S003,P0067,Furniture,North,90.71,20,Snowy,0,88.73,Winter,22.57
25/12/23,28/12/23,S003,P0183,Electronics,North,71.84,15,Sunny,0,72.27,Winter,31.19
25/12/23,28/12/23,S003,P0166,Groceries,North,81.14,10,Rainy,0,81.27,Winter,22.94
25/12/23,28/12/23,S003,P0079,Furniture,North,99.76,20,Cloudy,0,96.88,Winter,17.58
25/12/23,28/12/23,S003,P0187,Clothing,North,146.59,10,Rainy,0,147.37,Winter,14.11
25/12/23,28/12/23,S003,P0178,Clothing,North,123.17,0,Sunny,0,118.36,Winter,17.35
25/12/23,28/12/23,S003,P0057,Clothing,North,130.31,20,Rainy,0,125.98,Winter,18.52
25/12/23,28/12/23,S003,P0153,Furniture,North,71.44,15,Cloudy,0,72.9,Winter,26.12
25/12/23,28/12/23,S003,P0083,Toys,North,104.69,15,Cloudy,0,104.52,Winter,17.46
25/12/23,28/12/23,S003,P0069,Clothing,North,192.78,15,Rainy,0,190.82,Winter,11.4
25/12/23,28/12/23,S003,P0125,Clothing,North,118.83,0,Cloudy,0,113.96,Winter,16.87
25/12/23,28/12/23,S003,P0017,Toys,North,113.41,5,Rainy,0,117.76,Winter,18.47
25/12/23,28/12/23,S003,P0149,Furniture,North,136.81,5,Cloudy,0,136.49,Winter,12.73
25/12/23,28/12/23,S003,P0094,Groceries,North,158.5,15,Rainy,0,164.08,Winter,12.44
25/12/23,28/12/23,S003,P0066,Clothing,North,133.02,0,Cloudy,1,136.42,Winter,19.39
25/12/23,28/12/23,S003,P0061,Clothing,North,167.1,15,Rainy,1,165.9,Winter,14.69
25/12/23,28/12/23,S003,P0085,Electronics,North,124.43,15,Snowy,1,121.55,Winter,25.5
25/12/23,28/12/23,S003,P0068,Electronics,North,125.16,10,Snowy,0,119.45,Winter,18.24
25/12/23,28/12/23,S003,P0126,Clothing,North,186.51,10,Rainy,0,195.09,Winter,10.07
25/12/23,28/12/23,S003,P0133,Clothing,North,181.82,0,Cloudy,0,189.85,Winter,9.51
25/12/23,28/12/23,S004,P0096,Toys,South,84.84,15,Rainy,0,86.76,Winter,23.89
25/12/23,28/12/23,S004,P0016,Clothing,South,96.56,15,Cloudy,0,100.37,Winter,19.72
25/12/23,28/12/23,S004,P0031,Electronics,South,118.98,10,Cloudy,0,124.86,Winter,21.16
25/12/23,28/12/23,S004,P0159,Electronics,South,88.69,20,Snowy,0,86.31,Winter,29.27
25/12/23,28/12/23,S004,P0129,Furniture,South,124.76,0,Snowy,0,124.31,Winter,15.93
25/12/23,28/12/23,S004,P0116,Furniture,South,110.16,10,Sunny,0,109.11,Winter,17.54
25/12/23,28/12/23,S004,P0070,Electronics,South,162.97,20,Sunny,0,167.97,Winter,13.38
25/12/23,28/12/23,S004,P0171,Electronics,South,157.29,0,Cloudy,0,162.85,Winter,14.73
25/12/23,28/12/23,S004,P0175,Electronics,South,117.54,0,Snowy,1,115.88,Winter,24.64
25/12/23,28/12/23,S004,P0046,Clothing,South,136.31,20,Snowy,0,136.4,Winter,14.68
25/12/23,28/12/23,S004,P0067,Furniture,South,90.83,15,Snowy,1,89.87,Winter,27.19
25/12/23,28/12/23,S004,P0183,Electronics,South,67.22,15,Rainy,0,69.87,Winter,33.95
25/12/23,28/12/23,S004,P0166,Groceries,South,86.79,15,Rainy,0,90.1,Winter,22.9
25/12/23,28/12/23,S004,P0079,Furniture,South,101.7,10,Sunny,0,101.14,Winter,20.4
25/12/23,28/12/23,S004,P0187,Clothing,South,144.9,0,Sunny,0,150.0,Winter,13.48
25/12/23,28/12/23,S004,P0178,Clothing,South,117.69,20,Snowy,0,123.16,Winter,14.76
25/12/23,28/12/23,S004,P0057,Clothing,South,119.36,20,Snowy,0,125.28,Winter,16.22
25/12/23,28/12/23,S004,P0153,Furniture,South,71.91,5,Snowy,1,74.79,Winter,36.29
25/12/23,28/12/23,S004,P0083,Toys,South,104.9,0,Snowy,1,102.34,Winter,22.77
25/12/23,28/12/23,S004,P0069,Clothing,South,209.49,0,Cloudy,1,213.85,Winter,12.19
25/12/23,28/12/23,S004,P0125,Clothing,South,120.21,20,Snowy,0,115.09,Winter,16.05
25/12/23,28/12/23,S004,P0017,Toys,South,109.86,0,Sunny,0,112.76,Winter,19.54
25/12/23,28/12/23,S004,P0149,Furniture,South,137.38,20,Snowy,0,138.4,Winter,14.39
25/12/23,28/12/23,S004,P0094,Groceries,South,161.9,20,Snowy,0,156.46,Winter,11.69
25/12/23,28/12/23,S004,P0066,Clothing,South,130.64,10,Sunny,0,128.79,Winter,12.92
25/12/23,28/12/23,S004,P0061,Clothing,South,161.64,5,Cloudy,1,163.66,Winter,15.58
25/12/23,28/12/23,S004,P0085,Electronics,South,128.73,20,Rainy,0,134.76,Winter,17.68
25/12/23,28/12/23,S004,P0068,Electronics,South,127.62,0,Snowy,0,125.98,Winter,19.52
25/12/23,28/12/23,S004,P0126,Clothing,South,186.56,5,Rainy,0,190.01,Winter,11.86
25/12/23,28/12/23,S004,P0133,Clothing,South,192.81,0,Rainy,1,201.68,Winter,14.41
25/12/23,28/12/23,S005,P0096,Toys,West,82.8,0,Snowy,0,81.83,Winter,22.63
25/12/23,28/12/23,S005,P0016,Clothing,West,93.57,20,Snowy,0,90.54,Winter,19.03
25/12/23,28/12/23,S005,P0031,Electronics,West,116.67,5,Sunny,0,117.19,Winter,18.85
25/12/23,28/12/23,S005,P0159,Electronics,West,89.15,10,Sunny,0,89.86,Winter,26.61
25/12/23,28/12/23,S005,P0129,Furniture,West,123.81,0,Sunny,1,129.87,Winter,21.23
25/12/23,28/12/23,S005,P0116,Furniture,West,114.12,10,Rainy,0,118.96,Winter,16.22
25/12/23,28/12/23,S005,P0070,Electronics,West,161.09,20,Sunny,0,157.26,Winter,15.34
25/12/23,28/12/23,S005,P0171,Electronics,West,152.37,15,Snowy,0,147.09,Winter,14.63
25/12/23,28/12/23,S005,P0175,Electronics,West,120.2,0,Cloudy,0,120.74,Winter,18.5
25/12/23,28/12/23,S005,P0046,Clothing,West,133.61,10,Cloudy,0,129.06,Winter,13.31
25/12/23,28/12/23,S005,P0067,Furniture,West,86.57,15,Cloudy,0,90.28,Winter,21.4
25/12/23,28/12/23,S005,P0183,Electronics,West,68.53,20,Sunny,0,68.08,Winter,34.11
25/12/23,28/12/23,S005,P0166,Groceries,West,83.04,15,Sunny,0,79.54,Winter,20.72
25/12/23,28/12/23,S005,P0079,Furniture,West,106.31,10,Sunny,0,104.89,Winter,20.81
25/12/23,28/12/23,S005,P0187,Clothing,West,143.98,15,Snowy,0,149.08,Winter,12.14
25/12/23,28/12/23,S005,P0178,Clothing,West,116.33,0,Sunny,0,114.33,Winter,16.76
25/12/23,28/12/23,S005,P0057,Clothing,West,123.46,15,Rainy,0,124.08,Winter,16.2
25/12/23,28/12/23,S005,P0153,Furniture,West,73.7,20,Snowy,0,77.19,Winter,26.57
25/12/23,28/12/23,S005,P0083,Toys,West,108.41,0,Sunny,0,108.62,Winter,16.82
25/12/23,28/12/23,S005,P0069,Clothing,West,202.5,10,Rainy,0,194.28,Winter,9.97
25/12/23,28/12/23,S005,P0125,Clothing,West,123.8,10,Snowy,0,128.05,Winter,14.78
25/12/23,28/12/23,S005,P0017,Toys,West,109.43,10,Cloudy,0,112.1,Winter,16.92
25/12/23,28/12/23,S005,P0149,Furniture,West,131.05,0,Snowy,0,129.52,Winter,13.81
25/12/23,28/12/23,S005,P0094,Groceries,West,153.57,5,Sunny,0,149.26,Winter,12.93
25/12/23,28/12/23,S005,P0066,Clothing,West,130.95,5,Sunny,0,133.86,Winter,13.05
25/12/23,28/12/23,S005,P0061,Clothing,West,162.22,10,Snowy,0,165.93,Winter,11.01
25/12/23,28/12/23,S005,P0085,Electronics,West,136.5,5,Snowy,0,138.97,Winter,19.49
25/12/23,28/12/23,S005,P0068,Electronics,West,124.58,0,Cloudy,0,122.38,Winter,17.69
25/12/23,28/12/23,S005,P0126,Clothing,West,176.82,20,Sunny,0,178.13,Winter,9.5
25/12/23,28/12/23,S005,P0133,Clothing,West,183.97,5,Snowy,0,178.53,Winter,9.96
25/12/23,29/12/23,S001,P0096,Toys,East,84.39,10,Snowy,0,82.6,Winter,24.88
25/12/23,29/12/23,S001,P0016,Clothing,East,94.2,15,Sunny,0,91.52,Winter,20.37
25/12/23,29/12/23,S001,P0031,Electronics,East,113.66,5,Sunny,0,109.55,Winter,21.37
25/12/23,29/12/23,S001,P0159,Electronics,East,88.71,20,Rainy,0,88.7,Winter,30.25
25/12/23,29/12/23,S001,P0129,Furniture,East,120.05,20,Rainy,1,122.07,Winter,20.24
25/12/23,29/12/23,S001,P0116,Furniture,East,110.09,10,Sunny,0,114.41,Winter,16.91
25/12/23,29/12/23,S001,P0070,Electronics,East,163.02,5,Cloudy,0,157.36,Winter,13.81
25/12/23,29/12/23,S001,P0171,Electronics,East,167.58,5,Sunny,0,167.11,Winter,15.56
25/12/23,29/12/23,S001,P0175,Electronics,East,121.74,0,Rainy,0,118.17,Winter,18.26
25/12/23,29/12/23,S001,P0046,Clothing,East,136.79,0,Sunny,0,141.35,Winter,14.64
25/12/23,29/12/23,S001,P0067,Furniture,East,92.79,10,Snowy,0,92.0,Winter,24.05
25/12/23,29/12/23,S001,P0183,Electronics,East,68.58,10,Rainy,1,71.03,Winter,39.5
25/12/23,29/12/23,S001,P0166,Groceries,East,82.05,20,Rainy,0,80.79,Winter,22.74
25/12/23,29/12/23,S001,P0079,Furniture,East,104.22,0,Snowy,1,103.48,Winter,26.79
25/12/23,29/12/23,S001,P0187,Clothing,East,144.16,20,Snowy,0,151.1,Winter,13.7
25/12/23,29/12/23,S001,P0178,Clothing,East,123.33,10,Cloudy,0,122.38,Winter,16.89
25/12/23,29/12/23,S001,P0057,Clothing,East,122.35,0,Snowy,0,118.47,Winter,16.66
25/12/23,29/12/23,S001,P0153,Furniture,East,77.13,15,Cloudy,0,74.12,Winter,26.85
25/12/23,29/12/23,S001,P0083,Toys,East,114.64,0,Rainy,0,113.37,Winter,18.92
25/12/23,29/12/23,S001,P0069,Clothing,East,203.12,0,Rainy,0,203.02,Winter,10.18
25/12/23,29/12/23,S001,P0125,Clothing,East,122.76,15,Sunny,0,127.94,Winter,14.96
25/12/23,29/12/23,S001,P0017,Toys,East,110.09,5,Rainy,0,105.83,Winter,16.75
25/12/23,29/12/23,S001,P0149,Furniture,East,136.12,5,Sunny,0,135.5,Winter,14.71
25/12/23,29/12/23,S001,P0094,Groceries,East,153.05,10,Rainy,0,159.6,Winter,12.8
25/12/23,29/12/23,S001,P0066,Clothing,East,140.12,10,Cloudy,0,138.62,Winter,13.31
25/12/23,29/12/23,S001,P0061,Clothing,East,164.51,10,Snowy,0,157.28,Winter,11.06
25/12/23,29/12/23,S001,P0085,Electronics,East,126.57,0,Snowy,0,132.1,Winter,18.25
25/12/23,29/12/23,S001,P0068,Electronics,East,122.18,5,Snowy,0,124.61,Winter,20.57
25/12/23,29/12/23,S001,P0126,Clothing,East,187.65,15,Rainy,1,191.09,Winter,14.63
25/12/23,29/12/23,S001,P0133,Clothing,East,186.71,20,Cloudy,0,191.92,Winter,9.51
25/12/23,29/12/23,S002,P0096,Toys,West,82.5,15,Sunny,0,79.89,Winter,23.26
25/12/23,29/12/23,S002,P0016,Clothing,West,91.58,20,Cloudy,1,95.1,Winter,26.61
25/12/23,29/12/23,S002,P0031,Electronics,West,112.04,5,Rainy,0,111.11,Winter,20.77
25/12/23,29/12/23,S002,P0159,Electronics,West,87.68,0,Snowy,0,84.06,Winter,28.34
25/12/23,29/12/23,S002,P0129,Furniture,West,124.41,5,Cloudy,0,129.6,Winter,16.33
25/12/23,29/12/23,S002,P0116,Furniture,West,108.41,15,Sunny,0,106.21,Winter,17.29
25/12/23,29/12/23,S002,P0070,Electronics,West,167.38,5,Cloudy,0,164.77,Winter,14.35
25/12/23,29/12/23,S002,P0171,Electronics,West,155.9,10,Sunny,0,161.04,Winter,15.73
25/12/23,29/12/23,S002,P0175,Electronics,West,123.76,0,Sunny,0,124.88,Winter,20.78
25/12/23,29/12/23,S002,P0046,Clothing,West,145.47,20,Rainy,0,149.02,Winter,14.37
25/12/23,29/12/23,S002,P0067,Furniture,West,87.74,10,Snowy,0,84.21,Winter,21.53
25/12/23,29/12/23,S002,P0183,Electronics,West,72.07,15,Snowy,0,69.69,Winter,33.76
25/12/23,29/12/23,S002,P0166,Groceries,West,87.93,0,Rainy,1,91.68,Winter,28.93
25/12/23,29/12/23,S002,P0079,Furniture,West,108.2,15,Cloudy,0,107.12,Winter,18.16
25/12/23,29/12/23,S002,P0187,Clothing,West,139.9,0,Rainy,0,145.43,Winter,15.14
25/12/23,29/12/23,S002,P0178,Clothing,West,121.43,10,Rainy,0,123.49,Winter,18.93
25/12/23,29/12/23,S002,P0057,Clothing,West,123.99,20,Rainy,0,122.7,Winter,17.24
25/12/23,29/12/23,S002,P0153,Furniture,West,75.98,5,Snowy,0,74.9,Winter,23.93
25/12/23,29/12/23,S002,P0083,Toys,West,112.8,10,Snowy,0,116.01,Winter,17.03
25/12/23,29/12/23,S002,P0069,Clothing,West,207.77,0,Snowy,1,202.25,Winter,13.51
25/12/23,29/12/23,S002,P0125,Clothing,West,130.98,20,Sunny,1,127.38,Winter,22.6
25/12/23,29/12/23,S002,P0017,Toys,West,110.01,0,Rainy,0,106.03,Winter,16.55
25/12/23,29/12/23,S002,P0149,Furniture,West,140.87,15,Sunny,0,138.89,Winter,14.74
25/12/23,29/12/23,S002,P0094,Groceries,West,154.26,0,Sunny,0,148.6,Winter,12.72
25/12/23,29/12/23,S002,P0066,Clothing,West,141.31,0,Rainy,0,148.17,Winter,15.24
25/12/23,29/12/23,S002,P0061,Clothing,West,176.87,10,Snowy,0,168.08,Winter,11.28
25/12/23,29/12/23,S002,P0085,Electronics,West,128.19,15,Cloudy,0,123.64,Winter,17.08
25/12/23,29/12/23,S002,P0068,Electronics,West,122.32,5,Sunny,0,116.38,Winter,17.86
25/12/23,29/12/23,S002,P0126,Clothing,West,177.58,0,Sunny,0,185.12,Winter,10.78
25/12/23,29/12/23,S002,P0133,Clothing,West,194.31,0,Cloudy,0,199.92,Winter,9.96
25/12/23,29/12/23,S003,P0096,Toys,North,88.02,20,Rainy,0,85.24,Winter,25.11
25/12/23,29/12/23,S003,P0016,Clothing,North,90.95,10,Snowy,0,91.29,Winter,20.86
25/12/23,29/12/23,S003,P0031,Electronics,North,113.14,10,Rainy,1,111.4,Winter,29.09
25/12/23,29/12/23,S003,P0159,Electronics,North,88.26,10,Rainy,0,86.76,Winter,29.43
25/12/23,29/12/23,S003,P0129,Furniture,North,117.56,20,Rainy,0,114.28,Winter,16.73
25/12/23,29/12/23,S003,P0116,Furniture,North,108.83,5,Cloudy,0,108.44,Winter,16.78
25/12/23,29/12/23,S003,P0070,Electronics,North,155.07,20,Snowy,0,150.6,Winter,15.06
25/12/23,29/12/23,S003,P0171,Electronics,North,160.55,15,Cloudy,0,162.22,Winter,14.51
25/12/23,29/12/23,S003,P0175,Electronics,North,120.05,0,Cloudy,0,117.2,Winter,18.98
25/12/23,29/12/23,S003,P0046,Clothing,North,134.14,0,Rainy,0,140.71,Winter,15.08
25/12/23,29/12/23,S003,P0067,Furniture,North,90.59,10,Rainy,0,87.13,Winter,21.22
25/12/23,29/12/23,S003,P0183,Electronics,North,70.0,20,Snowy,0,69.01,Winter,31.29
25/12/23,29/12/23,S003,P0166,Groceries,North,86.63,5,Cloudy,0,83.14,Winter,22.63
25/12/23,29/12/23,S003,P0079,Furniture,North,106.0,20,Sunny,0,104.52,Winter,18.99
25/12/23,29/12/23,S003,P0187,Clothing,North,138.02,15,Cloudy,0,141.61,Winter,14.04
25/12/23,29/12/23,S003,P0178,Clothing,North,124.78,20,Cloudy,0,121.47,Winter,16.7
25/12/23,29/12/23,S003,P0057,Clothing,North,121.25,0,Sunny,0,120.83,Winter,14.99
25/12/23,29/12/23,S003,P0153,Furniture,North,76.15,5,Cloudy,0,77.13,Winter,25.7
25/12/23,29/12/23,S003,P0083,Toys,North,107.4,5,Rainy,0,106.73,Winter,19.56
25/12/23,29/12/23,S003,P0069,Clothing,North,206.47,5,Cloudy,0,198.95,Winter,10.58
25/12/23,29/12/23,S003,P0125,Clothing,North,127.58,15,Sunny,1,122.44,Winter,20.65
25/12/23,29/12/23,S003,P0017,Toys,North,113.56,15,Snowy,0,116.97,Winter,16.54
25/12/23,29/12/23,S003,P0149,Furniture,North,136.2,20,Sunny,0,136.71,Winter,15.16
25/12/23,29/12/23,S003,P0094,Groceries,North,161.26,20,Sunny,0,161.06,Winter,12.98
25/12/23,29/12/23,S003,P0066,Clothing,North,134.0,0,Snowy,0,137.59,Winter,14.81
25/12/23,29/12/23,S003,P0061,Clothing,North,173.99,10,Snowy,0,179.95,Winter,10.85
25/12/23,29/12/23,S003,P0085,Electronics,North,130.7,15,Rainy,0,125.92,Winter,18.26
25/12/23,29/12/23,S003,P0068,Electronics,North,128.02,10,Snowy,0,125.88,Winter,19.52
25/12/23,29/12/23,S003,P0126,Clothing,North,187.97,5,Cloudy,1,181.21,Winter,11.96
25/12/23,29/12/23,S003,P0133,Clothing,North,181.18,15,Sunny,0,185.4,Winter,9.17
25/12/23,29/12/23,S004,P0096,Toys,South,87.82,5,Sunny,0,84.72,Winter,22.85
25/12/23,29/12/23,S004,P0016,Clothing,South,92.1,20,Cloudy,0,88.16,Winter,21.83
